1,Halo: Combat Evolved,FPS,XBOX,95.54%
2,Grand Theft Auto III,Action-adventure,PS2,95.19%
3,Metal Gear Solid 2: Sons of Liberty,Action-adventure,PS2,95.09%
4,Gran Turismo 3: A-Spec,Racing,PS2,94.54%
5,Tony Hawk's Pro Skater 3,Sports,PS2,93.43%
6,Devil May Cry,Action-adventure,PS2,92.60%
7,SSX Tricky,Snowboarding,PS2,92.49%
8,Advance Wars,Turn-bases tactics,GBA,92.38%
9,Madden NFL 2002,Sports,PS2,92.32%
10,The Legend of Zelda: Oracle of Ages,Action-adventure,GBC,92.20%
