1,Super Mario Galaxy,Platform,WII,97.64%
2,The Orange Box,"FPS, Puzzle",XBOX360,96.36%
3,The Orange Box,"FPS, Puzzle",PC,95.88%
4,BioShock,FPS,XBOX360,95.07%
5,BioShock,FPS,PC,94.58%
6,Call of Duty 4: Modern Warfare,FPS,XBOX360,94.16%
7,Call of Duty 4: Modern Warfare,FPS,PS3,93.54%
8,Halo 3,FPS,X360,93.53%
9,The Elder Scrolls IV: Oblivion,Action Role-playing,PS3,92.98%
10,God of war II,Action-adventure,PS2,92.68%
