1,Half-Life 2,FPS,PC,95.48%
2,Grand Theft Auto: San Andreas,Action-adventure,PS2,95.08%
3,Halo 2,FPS,XBOX,94.57%
4,Burnout 3: Takedown,Racing,PS2,93.32%
5,Burnout 3: Takedown,Racing,XBOX,93.06%
6,World Soccer Winning Eleven 7 International,Sports,PS2,92.97%
7,Unreal Tournament 2004,FPS,PC,92.57%
8,Ninja Gaiden,Action-adventure,XBOX,92.54%
9,Tom Clancy's Splinter Cell Pandora Tomorrow,Stealth,XBOX,92.37%
10,World of Warcraft,Role-playing,PC,91.89%
