1,Super Mario Galaxy 2,Platform,WII,97.35%
2,Mass Effect 2,Third-person shooter,XBOX360,95.77%
3,Red Dead Redemption,Action-adventure,PS3,94.66%
4,Mass Effect 2,Third-person shooter,PC,94.52%
5,Red Dead Redemption,Action-adventure,XBOX360,94.12%
6,Starcraft II: Wings of Liberty,Real-time strategy,PC,92.44%
7,Rock Band 3,Music Video Game,X360,92.43%
8,God of War III,Action-adventure,PS3,92.07%
9,Halo: Reach,FPS,PS3,92.07%
10,World of Warcraft: Cataclysm,MMORPG,PC,91.45%
