1,Grand Theft Auto: IV,Action-adventure,PS3,97.04%
2,Grand Theft Auto: IV,Action-adventure,XBOX360,96.67%
3,LittleBigPlanet,Puzzle,PS3,94.75%
4,World of Goo,Puzzle,WII,94.04%
5,Bioshock,FPS,PS3,93.66%
6,Metal Gear Solid 4: Guns of the Patriots,Action-adventure,PS3,93.53%
7,Gears od War 2,Third-person shooter,X360,93.32%
8,Fallout 3,Action Role-playing,X360,92.85%
9,Super Smash Bros. Brawl,Fighting,WII,92.84%
10,Call of Duty 4: Modern Warfare,FPS,PC,92.29%
