1,Inside,Puzzle-platform,XONE,92.81%
2,Uncharted 4: A Thief’s End,Action-adventure,PS4,92.71%
3,Forza Horizon 3,Racing,XONE,92.14%
4,The Witcher III: Blood & Wine,Action Role-playing,PC,91.58%
5,Overwatch,FPS,PC,91.26%
6,Overwatch,FPS,PS4,90.87%
7,Owlboy,Platform-adventure,PC,90.39%
8,The Witcher III: Blood & Wine,Action Role-playing,PS4,90.00%
9,Stardew Valley,Role-playing,PC,89.53%
10,Titanfall 2,FPS,PS4,89.36%
